,bathrooms,bedrooms,longitude,latitude,price
37059,2.0,3,-73.985,40.7645,5907
36559,1.0,2,-73.9808,40.7216,3250
2666,1.0,3,-74.0052,40.7448,6500
6031,1.0,0,-73.9805,40.7443,2895
18267,1.0,0,-73.9772,40.7484,2375
31025,1.0,1,-73.9891,40.7596,2650
28932,1.0,2,-73.9392,40.8021,2295
17730,1.0,0,-73.9964,40.7194,2750
22787,1.0,1,-74.0219,40.6319,1400
7148,1.0,2,-73.9443,40.8376,1900
47445,1.0,2,-73.9882,40.7621,3300
949,1.0,1,-73.9885,40.7656,2850
36879,1.0,1,-74.0166,40.7077,6870
30966,2.0,4,-73.9526,40.8242,4300
553,1.0,2,-73.926,40.7726,3400
49336,2.0,3,-73.9824,40.7222,4600
46981,2.0,3,-73.9572,40.7459,4170
41873,1.0,1,-73.9691,40.7595,3200
48156,2.0,2,-73.9928,40.7551,5895
25009,1.0,0,-73.987,40.7604,2650
30005,1.0,1,-73.9917,40.7709,3550
43736,1.0,1,-73.9528,40.7759,3425
45034,2.0,3,-73.95100000000002,40.7823,6150
17722,2.0,3,-74.0043,40.6567,2195
25848,1.0,0,-73.9935,40.7247,3150
4602,1.0,4,-73.9408,40.8175,1995
11859,2.0,2,-73.983,40.6969,3850
15823,1.0,2,-73.9814,40.7768,4000
5074,1.0,3,-73.9554,40.7814,4600
20259,1.0,3,-73.9488,40.7839,3995
24386,1.0,2,-73.9514,40.8274,3400
23771,1.0,2,-73.8227,40.7656,2000
24007,1.0,0,-73.9917,40.7709,2900
25002,2.0,3,-73.9815,40.7418,4900
32822,1.0,0,-73.9818,40.7389,2450
13203,1.0,1,-73.9922,40.7617,2250
34197,1.0,0,-73.953,40.7812,2100
40202,1.0,0,-74.0134,40.7087,2350
9566,1.0,1,-73.9604,40.7608,2900
14765,1.0,2,-73.9712,40.7595,3295
16813,1.0,0,-74.0033,40.7432,2850
46231,2.0,2,-73.9999,40.7443,5450
45702,1.0,0,-73.9827,40.7835,1950
31531,2.0,3,-73.9727,40.7436,4280
43813,1.0,2,-73.9163,40.7744,2000
22758,2.0,2,-73.9508,40.7718,5600
26125,1.0,2,-73.9743,40.7438,3350
10161,1.0,0,-73.9859,40.7701,4550
10643,1.0,1,-73.9648,40.7572,2750
10912,2.0,2,-73.9963,40.7606,4600
44101,1.5,2,-73.964,40.7561,3300
18172,1.0,1,-73.9909,40.7659,3688
29152,1.0,2,-73.9425,40.8381,2295
34679,1.0,0,-73.9497,40.7618,2000
32781,2.0,4,-73.9666,40.7539,6100
32224,1.0,2,-73.9778,40.7467,3500
13202,1.0,0,-73.9502,40.7745,1850
7416,2.0,3,-73.9808,40.7375,4800
49246,1.5,3,-73.958,40.7113,3507
45876,1.0,0,-73.9779,40.676,2895
26650,1.0,1,-73.9438,40.8157,1700
10285,1.5,1,-73.9705,40.7957,3100
14709,2.0,4,-73.9884,40.7255,6800
38985,1.0,0,-73.9828,40.724,3900
12924,1.0,1,-73.9994,40.74,2875
46148,1.0,0,-73.9837,40.7674,2495
3613,1.0,1,-73.9503,40.7863,3195
28903,2.5,3,-73.9819,40.7725,13500
15413,1.0,1,-73.9902,40.7733,3180
24739,1.0,1,-74.0034,40.7264,2950
12175,1.0,2,-73.9864,40.7399,4095
2286,1.0,2,-73.9975,40.7384,6865
38573,1.0,2,-73.9479,40.7818,2750
2792,1.0,1,-73.9497,40.7618,2450
31231,1.0,3,-73.9197,40.7057,3200
27196,1.0,0,-73.9821,40.739,2595
5315,1.0,1,-73.9867,40.7471,3900
31118,1.0,1,-73.9846,40.7756,3692
1920,1.0,2,-73.9787,40.7274,3000
14001,1.0,1,-73.9544,40.7368,2749
32174,2.0,4,-73.9962,40.7593,5670
24899,2.0,2,-73.9623,40.7657,3795
36735,1.0,0,-73.98100000000002,40.7756,1870
40030,1.0,2,-73.9743,40.7438,3150
28149,1.0,0,-73.955,40.7749,2050
32263,1.0,1,-73.984,40.747,4412
3029,1.0,1,-73.9757,40.7462,3400
26646,1.0,3,-73.9486,40.7797,3950
47318,1.0,1,-73.9441,40.6857,1899
41861,2.0,3,-73.9735,40.7469,5400
35939,1.0,2,-73.9328,40.8495,2700
39355,1.0,0,-73.9405,40.7152,1950
9712,1.0,3,-73.9877,40.7378,5695
19104,1.0,2,-73.9874,40.6088,2000
22590,1.0,3,-74.0084,40.7139,4700
9853,1.0,3,-73.9822,40.7818,4350
42986,1.0,0,-73.9748,40.6785,1900
6718,1.0,2,-73.9959,40.753,3295
35113,1.0,0,-74.0008,40.7478,2675
27871,1.0,2,-74.0087,40.7136,5943
13549,1.0,0,-73.9686,40.7563,2275
19356,1.0,2,-73.9531,40.8242,2350
44300,1.0,3,-73.9553,40.6774,2800
48685,1.0,0,-73.9925,40.7001,2300
47078,1.0,1,-73.9623,40.7612,2599
12333,1.0,1,-73.9507,40.773,2195
47674,1.5,2,-73.945,40.6877,2950
39972,1.0,0,-73.9864,40.7399,2910
47571,1.0,1,-73.9486,40.7726,1795
20442,2.5,3,-73.9956,40.7621,7575
41811,1.0,2,-73.9982,40.7568,3000
1284,1.0,1,-73.9406,40.8234,1525
8070,2.0,4,-74.0046,40.7073,4955
22497,2.0,2,-73.9902,40.7342,9215
33617,3.0,3,-73.992,40.6772,8000
15726,1.0,1,-73.9919,40.7448,4200
27808,1.0,3,-73.9171,40.7603,2795
47738,1.0,2,-73.9961,40.7191,4450
38418,1.0,0,-73.9843,40.7262,2450
26580,2.0,2,-73.9753,40.7345,4770
37133,1.0,1,-73.9805,40.7758,3190
16500,1.0,1,-73.9996,40.7447,3450
11908,1.0,1,-73.9864,40.7205,2395
22158,1.0,1,-73.9766,40.7808,2350
36039,1.0,2,-73.9538,40.8199,1975
36874,1.0,0,-73.9528,40.7796,2650
4138,1.0,0,-73.9983,40.7546,2200
7033,1.0,0,-73.9777,40.7781,1775
45109,1.0,2,-73.9826,40.7366,3150
24881,1.0,2,-73.9577,40.7148,3758
33912,1.0,2,-73.9488,40.7972,3025
16379,1.0,0,-73.9875,40.7494,2392
2840,2.0,4,-74.00399999999998,40.6561,3200
33809,1.0,1,-73.9757,40.7462,3200
47087,1.0,0,-73.9999,40.7297,2295
32029,1.0,0,-73.9507,40.7814,2200
15905,2.0,1,-74.008,40.7321,5995
11035,1.0,0,-73.9827,40.7797,2295
11115,1.0,2,-73.8225,40.7504,2200
30879,1.0,0,-73.9896,40.7341,3825
43598,2.0,4,-74.0028,40.7429,7900
19491,1.0,1,-73.9783,40.7632,3850
15497,1.0,0,-73.9779,40.7466,2448
25965,1.0,0,-73.8823,40.8705,1300
40452,1.0,0,-73.9726,40.6883,1795
28970,2.0,1,-73.9773,40.7434,3350
1491,1.0,0,-73.9865,40.7338,2700
41693,1.0,3,-73.898,40.7007,2550
43082,1.0,1,-73.9585,40.7437,3420
24285,2.0,2,-73.9766,40.7861,4475
9624,1.0,2,-73.9988,40.6937,2550
14680,1.0,2,-73.95100000000002,40.6759,2399
1540,1.0,0,-73.9787,40.7389,1950
19542,1.0,1,-73.9484,40.7701,2295
46771,1.0,0,-73.9942,40.7301,2500
37766,1.0,0,-73.9765,40.7474,2299
48868,1.0,0,-73.9792,40.7431,2780
19301,2.0,2,-73.9531,40.7176,5787
43274,1.0,2,-73.993,40.7529,2150
5921,1.0,2,-73.9688,40.7905,3100
25666,1.0,3,-73.9603,40.7695,5200
8860,1.0,0,-73.9903,40.7468,3790
47010,1.0,2,-73.9803,40.7465,3200
14888,2.0,2,-73.8937,40.7544,2899
3580,1.0,0,-74.0112,40.7063,2595
21774,1.0,0,-73.9875,40.7318,2895
32117,1.0,2,-73.9392,40.8021,2275
16025,1.0,1,-73.9408,40.8175,1695
5365,1.0,0,-73.9544,40.7681,1875
41429,1.0,1,-73.9513,40.7594,2700
42994,2.0,2,-73.9536,40.7775,3000
41835,1.0,2,-74.0071,40.7067,3130
32821,1.0,0,-73.9864,40.7708,3500
40328,1.0,0,-73.9703,40.751,2300
28792,1.0,1,-73.9863,40.745,4475
29369,3.0,3,-73.9755,40.7889,8495
44075,1.0,1,-73.9824,40.7817,2900
17285,3.0,4,-73.9117,40.689,3750
47822,1.0,3,-73.9808,40.7375,4800
28519,2.0,3,-73.9609,40.6883,4795
3847,2.0,3,-73.9345,40.6923,3400
24679,1.0,1,-73.8925,40.7442,1800
44139,1.0,1,-73.9817,40.7707,3600
9304,1.0,1,-73.9055,40.8941,1495
35219,1.0,0,-73.9811,40.7398,3850
24880,1.0,3,-73.9241,40.8653,2000
9166,1.0,0,-73.9616,40.7677,3135
34007,2.0,3,-73.9436,40.786,3595
21277,1.0,1,-73.9807,40.6645,2500
14389,1.5,1,-73.9636,40.7661,8000
22182,1.0,3,-73.9399,40.834,2841
28865,1.0,0,-74.0047,40.7334,3350
16279,1.0,0,-73.9564,40.7694,1650
5476,2.5,3,-73.9498,40.8081,4950
19750,1.0,2,-74.0055,40.7352,3695
48907,2.0,1,-73.9897,40.7035,4130
31045,1.0,2,-73.9839,40.7316,3500
48426,1.0,1,-73.9909,40.7448,4134
5381,2.0,3,-73.9401,40.8498,3000
9207,3.0,4,-73.9559,40.7816,18500
2418,1.0,0,-73.9695,40.7601,2300
1248,1.0,1,-74.0089,40.7045,3850
20747,1.0,1,-73.9803,40.7288,2300
48387,2.0,2,-73.9765,40.7339,4921
37821,1.0,1,-73.9874,40.6088,1550
298,1.0,2,-73.9838,40.7586,3505
14477,1.0,0,-73.9536,40.7753,2200
12876,1.0,1,-73.9905,40.7643,2795
8309,2.0,1,-73.9475,40.7817,2275
36644,1.0,3,-74.0104,40.7086,4195
42744,1.0,2,-73.9827,40.7299,2990
41966,1.0,0,-73.9628,40.7633,2750
30609,2.0,3,-73.9962,40.7593,4600
27076,2.0,3,-73.9497,40.7844,4115
17457,1.0,0,-73.9916,40.7677,2890
44457,1.0,1,-73.9715,40.7513,4000
20969,1.0,3,-73.9827,40.7185,3900
5819,1.0,2,-73.9792,40.7431,3495
2454,1.0,1,-73.9502,40.7754,4495
35267,2.0,4,-73.9479,40.7827,6700
36839,2.0,1,-73.9506,40.7716,3800
35518,1.0,1,-73.9891,40.7596,2650
3805,1.0,1,-73.9581,40.7631,2200
46821,1.0,3,-74.0149,40.708,3649
12567,1.0,1,-73.99600000000002,40.7197,2350
30188,1.0,1,-73.9934,40.7522,3950
6975,1.0,1,-73.9458,40.7775,2400
2425,1.0,4,-73.9822,40.7318,5900
47108,1.0,1,-73.9503,40.7845,2600
40291,1.0,0,-73.9616,40.7677,3195
25789,1.0,1,-73.9765,40.7339,3950
47104,1.0,1,-73.9815,40.7401,3595
6606,1.0,1,-74.0035,40.724,6795
11228,1.0,0,-73.9512,40.775,1975
10581,0.0,0,-74.008,40.7161,135000
42051,1.0,0,-74.0036,40.7399,2300
24714,1.0,0,-73.9738,40.7473,2195
41694,1.0,3,-73.9598,40.7194,2999
4315,1.0,2,-73.9721,40.7513,3640
48787,2.0,2,-73.9805,40.7702,7400
46862,1.0,2,-73.9973,40.7565,3050
4554,1.0,1,-73.986,40.7609,3900
12582,1.0,1,-73.9744,40.7477,2375
16864,2.0,3,-74.0086,40.7058,4300
25276,2.0,3,-73.9803,40.7469,5000
6301,1.0,0,-73.9909,40.678,2500
35725,1.0,1,-73.9934,40.7366,4500
17283,1.0,2,-73.9533,40.8238,1975
5902,1.0,0,-73.9875,40.7494,2775
47278,2.0,3,-73.9421,40.7864,2900
33875,1.0,0,-73.939,40.7136,1590
2706,1.0,1,-73.9902,40.7733,3495
14760,2.0,2,-73.9878,40.764,2950
34298,1.0,1,-73.9482,40.7832,2550
3210,1.0,1,-73.959,40.7622,2600
44794,2.0,1,-73.9839,40.7698,5795
32064,1.0,2,-73.9945,40.6833,2900
48298,1.0,2,-73.9399,40.7913,2295
25201,1.0,3,-74.0008,40.7478,4500
20710,1.0,2,-73.9817,40.75,4500
10899,1.0,2,-73.9765,40.7489,3500
20731,1.0,2,-73.9797,40.7456,2850
15892,1.0,1,-73.986,40.6927,3095
39470,1.0,2,-73.9747,40.79,4100
10353,1.0,1,-74.0165,40.7109,2395
7984,1.0,1,-74.0035,40.724,7295
11641,2.0,3,-73.9827,40.6962,5370
32470,1.0,2,-73.9826,40.7366,3175
507,1.0,2,-73.9525,40.6828,1975
22987,1.0,0,-73.987,40.7261,3895
28711,2.0,3,-73.9944,40.7548,4950
36694,1.0,0,-73.9837,40.7267,2000
35110,1.0,1,-74.0022,40.7257,3300
2801,1.0,1,-73.9488,40.7699,2425
12935,1.0,1,-73.9742,40.7476,2325
21708,1.0,1,-73.9551,40.675,2050
24596,1.0,2,-73.9687,40.7551,3695
44424,2.0,4,-73.95100000000002,40.8251,3599
21394,1.0,0,-73.9809,40.7389,2000
16819,1.0,2,-73.9217,40.8666,2080
29788,1.0,2,-73.9647,40.8028,3200
18718,1.0,1,-73.988,40.7254,3100
16592,1.0,0,-73.952,40.7824,1900
18185,1.0,2,-73.9398,40.6963,2800
20272,1.0,2,-73.9917,40.7643,3495
28872,1.0,0,-73.9999,40.7297,2500
46470,1.0,1,-73.9705,40.7892,3425
33715,2.0,2,-73.9403,40.8335,2150
16595,1.0,1,-73.9748,40.7928,4000
13007,1.0,0,-74.0017,40.7518,2275
20000,1.0,0,-73.9743,40.7954,1795
24080,1.0,1,-74.0144,40.7099,3495
2535,1.0,2,-73.9749,40.7437,3175
29655,1.0,2,-73.9895,40.7291,3395
19878,1.0,0,-74.0085,40.7387,3475
14296,1.0,1,-73.9235,40.6776,1900
47869,3.0,3,-73.9706,40.7981,13995
43194,1.0,1,-73.995,40.6975,3100
41583,1.0,1,-73.987,40.7682,2400
44962,1.0,3,-73.979,40.7426,4700
45693,1.0,2,-73.9838,40.7287,2950
18711,1.0,2,-73.9949,40.7419,4414
34098,1.0,1,-73.9476,40.7797,2650
11980,1.0,1,-73.9787,40.7823,2750
14556,1.0,2,-74.0,40.7285,3800
15177,1.0,1,-73.9732,40.7476,4265
43409,1.0,3,-73.9695,40.753,4500
37327,1.0,1,-73.9961,40.7381,4095
6478,1.0,1,-73.9935,40.7301,4195
27279,1.0,2,-73.9684,40.7939,3300
39978,1.0,0,-73.9918,40.7664,2995
24271,1.0,2,-73.9894,40.7037,5060
45189,1.0,0,-73.9901,40.7601,2150
29824,1.0,0,-73.9481,40.7775,1925
44661,1.0,1,-73.9804,40.6745,2100
15154,1.0,1,-74.0047,40.7334,5575
3030,1.0,0,-74.0065,40.7081,3678
44928,1.0,2,-73.9942,40.7244,4495
27699,2.0,3,-73.9745,40.7445,3700
6830,1.0,2,-73.8872,40.8424,1650
34601,1.0,1,-73.9492,40.7767,3295
1408,1.0,1,-73.9506,40.7716,3850
24052,1.0,1,-73.9816,40.7719,3750
34182,2.0,3,-73.9808,40.7288,5500
35427,1.0,1,-73.9259,40.6926,1750
41212,1.0,1,-73.94800000000002,40.7755,2500
45545,2.5,3,-73.9756,40.789,9250
16870,1.0,1,-73.9826,40.7186,2600
38111,1.0,2,-73.9808,40.7216,3195
28091,3.0,3,-73.9904,40.7469,21000
10477,1.0,2,-73.9862,40.7514,3250
5617,1.0,0,-73.9443,40.8376,1500
4218,1.0,3,-73.9901,40.726,5958
9934,2.0,2,-74.0085,40.7387,6300
7452,1.0,0,-73.986,40.6927,2475
36685,1.0,1,-73.9826,40.7797,2650
7226,1.0,1,-74.0149,40.708,2500
17527,1.0,0,-73.9791,40.739,2395
35551,1.0,1,-73.9601,40.7676,2995
17762,1.5,1,-73.9727,40.7436,4940
8714,1.0,1,-73.9514,40.7792,2450
19872,1.0,1,-73.9782,40.7749,2825
3913,2.0,2,-73.9915,40.7678,6639
6716,1.0,1,-73.9789,40.7491,3100
36259,1.0,2,-73.9849,40.7628,2850
12752,1.0,2,-73.9416,40.79,2495
46540,1.0,2,-74.0086,40.7058,2900
25707,1.0,3,-73.938,40.7982,2700
7482,1.0,1,-73.9922,40.7248,5270
43191,1.0,3,-73.971,40.686,4000
12216,1.0,1,-74.0111,40.7061,4299
19871,1.0,1,-74.0077,40.7076,3665
15754,1.0,1,-73.9494,40.7703,2375
39004,1.0,0,-73.98100000000002,40.7757,2190
47957,1.0,2,-73.9548,40.6697,2495
39594,1.0,1,-73.979,40.7216,1878
36007,1.0,1,-73.9469,40.7773,2700
45978,1.0,1,-73.9964,40.7441,3300
33949,3.0,4,-73.9832,40.7352,8700
43843,1.0,1,-73.9818,40.7468,2925
38463,1.0,1,-73.9864,40.7514,3500
33276,1.0,1,-73.9239,40.8679,1850
55,2.0,2,-73.8339,40.7059,2100
38137,1.0,2,-73.9489,40.7839,2650
13644,1.0,2,-73.9902,40.7733,3395
28110,2.0,2,-73.9428,40.8456,2475
5999,1.0,1,-73.9597,40.7679,3495
532,2.0,2,-74.0022,40.7505,4200
31870,1.0,0,-73.9968,40.7334,3900
41573,1.0,1,-73.9485,40.7786,2450
31770,2.0,4,-73.9517,40.8251,3895
39561,1.0,1,-74.005,40.7304,3495
24918,1.0,0,-73.9934,40.7366,3200
3286,1.0,0,-74.0026,40.7512,3435
11379,2.0,2,-73.9851,40.6887,4380
14571,1.0,1,-73.9549,40.7888,5000
37416,1.0,0,-73.9864,40.73,2875
2289,1.0,1,-73.9979,40.7218,3200
38584,2.0,3,-73.9735,40.7469,4640
35413,2.0,2,-73.9533,40.768,6195
43356,1.0,0,-73.9896,40.7341,3500
12802,1.0,1,-73.9826,40.7282,3050
39421,1.0,2,-73.9934,40.7366,4100
12553,2.0,3,-73.9742,40.796,4795
6509,1.0,3,-73.9865,40.7348,4500
33120,1.0,0,-74.0007,40.6551,1500
48766,1.0,1,-73.9914,40.7031,4440
35445,1.0,2,-73.9475,40.6756,1985
11912,1.0,1,-73.9618,40.7609,2700
29093,1.0,0,-73.9974,40.7198,2195
39454,1.0,2,-73.9286,40.8612,1900
35146,2.5,2,-73.9713,40.7664,9000
24687,1.0,3,-73.9486,40.7797,4450
7635,2.0,3,-73.9661,40.7929,5782
22048,1.0,2,-73.9604,40.764,2700
13742,1.0,3,-74.0112,40.718,4595
9514,1.0,2,-74.0001,40.7276,3650
48645,2.0,4,-73.9922,40.7673,6800
33295,1.0,2,-74.0018,40.7268,3895
12824,1.0,2,-73.9529,40.7671,3500
37113,1.0,1,-73.8683,40.8634,1350
29754,1.0,0,-73.9546,40.7818,2600
15543,1.0,1,-73.9548,40.7785,4600
41329,1.5,4,-73.9734,40.7488,6400
29920,1.0,0,-73.9405,40.7152,1950
45131,1.0,1,-73.9963,40.7606,3200
8347,1.0,0,-73.9657,40.756,2200
7270,1.0,1,-73.9488,40.7897,2350
4551,1.0,1,-73.9902,40.7342,5720
37307,1.0,0,-73.9597,40.7642,2000
4935,1.0,0,-74.0114,40.7029,2675
625,1.0,2,-73.9801,40.7272,3450
24573,1.0,1,-73.9509,40.7694,2800
42006,1.0,1,-73.9804,40.73,2795
43768,2.0,2,-73.9755,40.7889,7250
35500,1.0,0,-73.9475,40.7801,2571
33863,2.0,3,-73.9675,40.7943,5950
539,1.0,3,-73.9576,40.6889,2799
3582,2.0,2,-73.9928,40.7551,5500
49326,2.0,2,-73.9731,40.7829,11950
15167,1.0,2,-73.9933,40.7366,4200
34264,2.0,3,-73.9846,40.7228,5400
32183,1.0,2,-73.9794,40.7297,3100
41454,2.0,2,-74.0042,40.7373,4000
3920,1.0,1,-73.979,40.741,2795
11411,1.5,4,-73.9435,40.786,4395
14844,1.0,3,-73.9471,40.8273,2950
2093,1.0,0,-73.9499,40.7804,1700
1881,3.0,3,-73.9559,40.7816,19950
13060,1.0,0,-73.9794,40.6881,2842
42045,1.0,0,-73.9865,40.7338,2600
2661,1.0,2,-73.988,40.6865,3500
12510,1.0,0,-73.9536,40.7442,1975
15590,1.0,2,-73.9193,40.6805,1850
30232,1.0,2,-74.0076,40.7047,3258
33404,2.0,3,-73.9659,40.7928,4200
419,1.0,0,-73.9851,40.7437,4145
15852,1.0,3,-73.9635,40.8018,4500
36875,1.0,0,-73.9836,40.7798,2300
42130,1.0,1,-73.9891,40.7609,2395
4003,1.0,1,-73.9854,40.7619,3985
42255,1.0,2,-74.0044,40.7231,3625
33932,1.0,0,-73.9531,40.7176,2850
42020,1.0,1,-73.9599,40.6357,2000
13231,1.0,0,-73.9375,40.8404,1500
455,0.0,1,-73.9835,40.7775,3950
14063,2.5,3,-73.9386,40.813,4700
42382,2.0,3,-74.0055,40.7111,6000
40915,1.0,1,-73.9817,40.7397,2750
38545,2.5,3,-73.9565,40.7802,15000
4095,1.0,2,-74.0124,40.7072,2800
24476,1.0,0,-73.9965,40.7561,2400
3059,2.0,3,-74.0109,40.7035,6250
8140,1.0,2,-73.9632,40.7593,3350
14850,1.0,1,-73.9292,40.7687,2550
17034,1.0,1,-74.0054,40.7354,3695
30573,3.5,3,-73.9703,40.786,12900
40406,2.0,2,-74.0077,40.7065,4595
42676,1.0,2,-73.9709,40.7528,3950
47708,2.0,3,-73.9822,40.7343,4995
32635,1.0,1,-73.9854,40.7619,3778
12846,1.0,0,-73.8512,40.7322,1675
11538,1.0,1,-74.0036,40.716,3750
14435,2.0,2,-73.9686,40.8017,2700
42100,1.0,3,-73.9241,40.6981,2700
48640,1.0,2,-74.0049,40.7166,3365
46157,1.0,2,-74.0029,40.7261,5250
43689,1.0,4,-73.9864,40.7399,6000
342,2.0,2,-73.9963,40.7606,4000
7819,1.0,0,-74.0162,40.7056,2475
24623,1.0,1,-74.0107,40.7166,4000
30648,2.0,3,-73.99,40.7746,7995
27425,1.0,0,-73.9821,40.739,2300
27626,1.0,0,-73.9739,40.7479,2400
42476,1.0,1,-73.9784,40.726,2895
44468,4.0,5,-73.9604,40.7783,20000
4660,1.0,2,-73.9962,40.7593,3100
32012,2.0,3,-73.9607,40.7675,4950
10102,1.0,0,-73.9539,40.7807,2250
4327,1.0,0,-73.9784,40.7783,2000
35931,1.0,2,-73.9219,40.8649,2450
8954,1.0,1,-74.0149,40.7083,3475
40720,1.0,0,-74.0143,40.71,2300
40678,1.0,0,-73.9564,40.7711,1775
47387,1.0,0,-73.9851,40.7437,3400
1766,1.0,2,-73.9864,40.7318,3450
47015,1.0,1,-73.9732,40.7866,3800
37253,2.0,3,-73.9258,40.7692,3529
36490,2.0,2,-73.9922,40.7556,5000
37101,0.0,0,-73.9556,40.776,2500
153,1.0,1,-73.9978,40.7612,3346
36268,1.0,1,-73.8292,40.8441,1700
18877,1.0,0,-73.9488,40.77,1925
21533,1.0,0,-74.002,40.7374,1775
15696,2.0,3,-73.9886,40.7656,4899
48136,1.0,1,-73.9489,40.7706,2155
1786,1.0,2,-73.9465,40.7803,2495
3277,1.0,3,-73.9085,40.686,2500
49064,1.0,0,-74.0026,40.7512,3115
34143,1.0,2,-73.9818,40.7341,3650
26643,1.0,1,-73.9857,40.7656,3050
41774,1.0,2,-73.9839,40.7316,3650
937,1.0,3,-74.0097,40.7077,3000
26374,2.0,2,-73.9963,40.7606,4500
33781,1.0,0,-73.9779,40.7466,2500
37855,1.0,0,-73.9379,40.6806,1899
15469,1.0,1,-73.9577,40.76300000000001,2175
23673,1.0,1,-73.9876,40.771,3200
17746,2.0,2,-74.0125,40.7162,7000
40985,2.0,3,-73.9341,40.8513,2800
6493,1.0,1,-73.9808,40.7772,2800
34224,2.0,2,-73.9469,40.7826,2990
38567,1.0,1,-73.9569,40.8032,2500
28714,1.0,0,-73.9968,40.735,1244
21441,1.0,2,-74.0048,40.7346,6500
20957,1.0,2,-74.0089,40.7095,3325
1270,1.0,1,-73.9561,40.7777,2700
10832,1.0,1,-73.9555,40.769,2250
35583,1.0,1,-73.9592,40.7727,2850
2852,1.0,2,-73.9504,40.7866,2850
15882,0.0,0,-73.9585,40.7437,2590
27216,1.0,1,-73.9425,40.7487,3450
29157,1.0,4,-73.9832,40.7319,5500
33279,1.0,0,-73.9564,40.7711,1775
44510,1.0,1,-73.9836,40.7176,3500
27335,1.0,1,-73.9457,40.8234,1725
41812,1.0,0,-73.9607,40.7785,2300
25688,1.0,1,-73.9488,40.7878,1750
49066,1.0,1,-73.9544,40.7681,2100
33523,1.0,2,-73.9886,40.7656,3496
14466,2.0,3,-73.9476,40.7652,3550
17525,2.0,2,-73.9922,40.7556,5475
12482,1.0,1,-73.9482,40.7795,2250
11062,0.0,0,-73.9762,40.7455,2400
31754,2.0,4,-74.0162,40.7056,5200
40006,1.0,0,-73.9968,40.7562,2695
34718,1.0,1,-73.8339,40.7056,1650
25244,1.0,1,-73.9537,40.7764,2850
1212,1.0,1,-73.9874,40.7651,2550
37281,1.0,1,-73.9416,40.7237,2000
44357,1.0,1,-74.0009,40.7297,2245
35555,2.0,3,-73.9727,40.7436,7390
14147,1.0,1,-73.9761,40.7937,2750
23248,1.0,0,-74.0047,40.7171,2995
27939,1.0,1,-74.0069,40.7074,3790
27022,2.0,2,-73.9607,40.7675,5000
23451,1.0,2,-73.9754,40.746,3295
45438,1.0,0,-73.984,40.7645,2765
4517,1.0,0,-73.9734,40.7488,3495
17458,2.0,2,-73.9655,40.7838,5995
14535,1.0,0,-73.9416,40.8241,1350
14084,4.0,4,-73.9703,40.786,24000
3082,1.0,1,-73.9846,40.7756,3050
9015,1.0,3,-74.0149,40.708,3599
32866,1.0,0,-73.9875,40.7494,2400
18277,0.0,0,-73.9929,40.6983,1995
22433,1.0,3,-73.8227,40.7656,2199
24941,1.0,1,-73.9555,40.823,1625
42511,1.0,1,-73.9916,40.7587,3700
32355,1.0,2,-74.0002,40.761,3600
23618,1.0,1,-73.9699,40.5972,1550
40336,1.0,2,-73.9918,40.7661,5592
2534,2.0,3,-73.9957,40.7427,5290
43953,1.0,2,-74.0122,40.7073,3075
42979,2.0,2,-73.9916,40.7587,4900
12128,2.0,2,-73.9887,40.7752,5600
33176,1.0,1,-74.0101,40.7067,3489
37925,2.0,3,-73.9705,40.7892,4500
12698,1.0,2,-73.9532,40.7804,2433
12141,1.0,2,-73.9474,40.6584,2631
15214,1.0,2,-74.0111,40.7076,3450
14268,1.0,0,-73.9742,40.7959,2600
49349,1.0,1,-73.99,40.7601,2595
32182,1.0,2,-74.0001,40.7344,4075
41787,1.0,0,-73.9518,40.7727,2100
9242,1.0,3,-74.0046,40.7073,3069
30179,1.0,1,-73.9785,40.7633,3150
5141,1.5,2,-73.9497,40.7844,4109
24944,1.0,1,-73.9781,40.7846,3295
27608,2.0,2,-73.98100000000002,40.7287,3799
4766,1.0,2,-74.0113,40.7069,3100
37201,1.0,2,-73.9802,40.7469,3250
23087,1.0,2,-73.9795,40.721,3100
32791,1.0,1,-74.0081,40.7074,3495
20757,2.0,2,-73.9761,40.7937,4000
24325,1.0,1,-73.9482,40.7782,3200
13063,1.0,2,-73.9831,40.7301,2595
45691,1.0,2,-74.0109,40.7196,4899
3534,1.0,1,-73.9958,40.753,2850
30351,1.0,1,-73.9617,40.7617,2400
21949,1.0,2,-73.9946,40.752,3950
38289,1.0,2,-73.9781,40.7413,3500
38816,1.0,1,-73.9996,40.7447,3450
14787,1.0,1,-73.982,40.7418,2800
45177,1.0,1,-73.9935,40.7247,3595
40589,1.0,1,-73.95,40.7728,2195
3825,2.0,4,-73.9689,40.7548,6500
12534,1.0,1,-73.9394,40.8182,1500
6669,1.0,1,-73.9453,40.7829,2895
47,1.0,2,-74.0005,40.7479,3745
17334,1.0,1,-73.9916,40.7665,3375
36113,1.0,0,-73.9297,40.6945,1800
21875,1.0,1,-73.97800000000002,40.7351,5850
25097,1.0,2,-73.9384,40.8478,2640
8121,1.0,1,-73.9134,40.6865,1850
5904,2.0,2,-73.9789,40.7491,4750
20036,2.0,3,-73.9847,40.7637,5000
19764,1.0,3,-73.9124,40.7047,3000
18426,4.0,4,-73.9809,40.7704,35000
21686,1.0,0,-73.9968,40.7562,2550
13802,1.0,2,-73.9831,40.7377,5595
